region,cleanSamples,oldestSample,youngestSample,dateRange,oldestSampleDecimal,youngestSampleDecimal,cases,sampProp,medianOriginDays
National Capital Region,75,3/13/20,7/27/20,136,2020.196721,2020.568306,44491,0.001685734,0.49
