time	date	datetime	milliseconds	mean	median	upper	lower
2020.2825884470783	2020-04-11	2020-04-11T19:28:29	1586633309447	0.8503157802309756	0.825293289690709	1.5426064959238888	0.3041146153239238
2020.277699471605	2020-04-10	2020-04-10T00:38:50	1586479130716	0.8541856393690253	0.8277722923162515	1.5494116833876719	0.3083970654189894
2020.2728104961318	2020-04-08	2020-04-08T05:49:11	1586324951987	0.8600013810319265	0.8309509592249508	1.567673581758188	0.31164896089859834
2020.2679215206585	2020-04-06	2020-04-06T10:59:33	1586170773256	0.8674993020471536	0.8345682830600044	1.5919005067944	0.322770855834776
2020.2630325451853	2020-04-04	2020-04-04T16:09:54	1586016594525	0.8776273754739023	0.8393560806515512	1.6243255225820807	0.3341438040822082
2020.258143569712	2020-04-02	2020-04-02T21:20:15	1585862415795	0.8887678549119888	0.8460599975811297	1.6730381349065397	0.343906484375341
2020.2532545942388	2020-04-01	2020-04-01T02:30:37	1585708237064	0.9015406493142755	0.8552546432845529	1.7183451019715454	0.3563888176372833
2020.2483656187655	2020-03-30	2020-03-30T07:40:58	1585554058335	0.9162629352106285	0.8641013700268709	1.7808521309519494	0.3717054502724994
2020.2434766432923	2020-03-28	2020-03-28T12:51:19	1585399879604	0.934027790493406	0.8742763662752585	1.8612772224077954	0.3975453682766474
2020.238587667819	2020-03-26	2020-03-26T18:01:40	1585245700874	0.9524962454115338	0.8863340334447379	1.9480017147324855	0.4167700236625037
2020.2336986923458	2020-03-24	2020-03-24T23:12:02	1585091522143	0.9722915824140022	0.8981454755531467	2.026386274350516	0.4343671048962663
2020.2288097168725	2020-03-23	2020-03-23T04:22:23	1584937343413	0.9880162788406036	0.9082200616682898	2.0885556382132937	0.4507226799532887
2020.2239207413993	2020-03-21	2020-03-21T09:32:44	1584783164682	1.0030004654351894	0.9169128723895759	2.1376141186644	0.46340588908600105
2020.219031765926	2020-03-19	2020-03-19T14:43:05	1584628985952	1.0144143353973225	0.923066367907704	2.1962700385008667	0.47081843248326166
2020.2141427904528	2020-03-17	2020-03-17T19:53:27	1584474807221	1.0262570973308067	0.9296733275592147	2.246744060195344	0.4783264478437608
2020.2092538149795	2020-03-16	2020-03-16T01:03:48	1584320628491	1.0392589161534438	0.9366811524528683	2.2851479774042978	0.48671026931945705
2020.2043648395063	2020-03-14	2020-03-14T06:14:09	1584166449760	1.0501802501112927	0.9429086412422586	2.33648813057796	0.493769961913271
2020.199475864033	2020-03-12	2020-03-12T11:24:31	1584012271031	1.0587956474255042	0.9474402096786567	2.3591482802675685	0.49928782811069067
2020.1945868885598	2020-03-10	2020-03-10T16:34:52	1583858092300	1.0660756895880394	0.9512821286556061	2.387288621971607	0.5038340665990222
2020.1896979130865	2020-03-08	2020-03-08T21:45:13	1583703913570	1.074332820835107	0.9562097169114081	2.4265959657025324	0.5080138839663003
2020.1848089376133	2020-03-07	2020-03-07T02:55:34	1583549734839	1.080683967994541	0.9598571698196093	2.44809938288359	0.5092267594798008
2020.17991996214	2020-03-05	2020-03-05T08:05:56	1583395556109	1.0845231068599608	0.9619707945481618	2.456310053719363	0.5107673536394594
2020.1750309866668	2020-03-03	2020-03-03T13:16:17	1583241377378	1.087676636009966	0.9633410180656826	2.4783889449550167	0.5106948014582158
